taskname	maxRank	T1	targetclass	meanTrainInfo	meanTestInfo	stdTestInfo
Anastomosis	 1	 1	 1	 5.05	 0.86	 0.81	
Anastomosis	 1	 1	 2	 8.54	 1.53	 1.34	
Australian	 1	 1	 1	 102.94	 104.59	 8.05	
Australian	 1	 1	 2	 102.94	 104.59	 8.05	
Congressional_Voting	 1	 1	 1	 105.54	 106.23	 5.72	
Congressional_Voting	 1	 1	 2	 108.66	 109.48	 5.88	
Echo_cardiogram	 1	 1	 1	 18.12	 16.37	 2.96	
Echo_cardiogram	 1	 1	 2	 17.84	 15.85	 2.65	
German	 1	 1	 1	 33.45	 31.32	 4.91	
German	 1	 1	 2	 33.45	 31.32	 4.91	
Heart_Disease	 1	 1	 1	 27.88	 23.07	 4.50	
Heart_Disease	 1	 1	 2	 30.73	 24.39	 4.41	
Hepatitis	 1	 1	 1	 10.50	 4.52	 1.64	
Hepatitis	 1	 1	 2	 10.94	 5.24	 1.92	
Ionosphere	 1	 1	 1	 40.83	 37.18	 6.96	
Ionosphere	 1	 1	 2	 40.61	 38.77	 5.84	
Labor_Relations	 1	 1	 1	 7.41	 3.31	 1.34	
Labor_Relations	 1	 1	 2	 7.01	 3.66	 1.55	
Liver_Disorders	 1	 1	 1	 8.00	 3.14	 1.71	
Liver_Disorders	 1	 1	 2	 9.23	 5.81	 2.87	
Molecular_Biology	 1	 1	 1	 8.54	 4.55	 2.09	
Molecular_Biology	 1	 1	 2	 14.12	 9.10	 1.83	
Mushrooms	 1	 1	 1	 1489.96	 1493.18	 25.05	
Mushrooms	 1	 1	 2	 1006.00	 1004.99	 20.71	
Sonar	 1	 1	 1	 15.89	 10.41	 4.15	
Sonar	 1	 1	 2	 15.29	 9.83	 4.11	
Thyroid_Disease	 1	 1	 1	 104.74	 100.78	 12.90	
Thyroid_Disease	 1	 1	 2	 180.95	 176.67	 20.75	
Wdbc	 1	 1	 1	 113.35	 101.65	 7.69	
Wdbc	 1	 1	 2	 101.93	 95.16	 11.30	
Wisconsin_Breast_Cancer	 1	 1	 1	 143.77	 134.66	 9.56	
Wisconsin_Breast_Cancer	 1	 1	 2	 144.04	 132.89	 10.54	
Wpbc	 1	 1	 1	 6.90	 1.69	 1.16	
Wpbc	 1	 1	 2	 7.40	 1.29	 1.12	
faults	 1	 1	 1	 114.28	 101.00	 10.64	
faults	 1	 1	 2	 119.16	 112.15	 10.57	
statlog	 1	 1	 1	 320.72	 321.97	 13.53	
statlog	 1	 1	 2	 325.61	 327.61	 12.78	
waveform	 1	 1	 1	 464.42	 445.67	 20.95	
waveform	 1	 1	 2	 427.90	 414.25	 19.82	
wine	 1	 1	 1	 157.88	 150.97	 13.97	
wine	 1	 1	 2	 165.05	 156.90	 14.20	
Anastomosis	 1	 2	 1	 5.13	 0.64	 0.78	
Anastomosis	 1	 2	 2	 8.53	 1.49	 1.37	
Australian	 1	 2	 1	 103.11	 104.44	 7.71	
Australian	 1	 2	 2	 103.11	 104.44	 7.71	
Congressional_Voting	 1	 2	 1	 105.63	 106.12	 5.84	
Congressional_Voting	 1	 2	 2	 108.83	 109.39	 6.61	
Echo_cardiogram	 1	 2	 1	 17.82	 16.47	 3.23	
Echo_cardiogram	 1	 2	 2	 17.79	 15.91	 2.72	
German	 1	 2	 1	 33.49	 31.27	 4.50	
German	 1	 2	 2	 33.49	 31.27	 4.50	
Heart_Disease	 1	 2	 1	 27.42	 23.15	 4.85	
Heart_Disease	 1	 2	 2	 30.49	 24.66	 4.13	
Hepatitis	 1	 2	 1	 10.41	 4.62	 1.68	
Hepatitis	 1	 2	 2	 10.86	 5.30	 2.04	
Ionosphere	 1	 2	 1	 41.27	 35.24	 8.35	
Ionosphere	 1	 2	 2	 40.91	 37.67	 7.21	
Labor_Relations	 1	 2	 1	 7.16	 3.42	 1.35	
Labor_Relations	 1	 2	 2	 6.82	 3.84	 1.57	
Liver_Disorders	 1	 2	 1	 8.00	 3.11	 1.65	
Liver_Disorders	 1	 2	 2	 9.63	 5.74	 2.71	
Molecular_Biology	 1	 2	 1	 8.54	 4.81	 2.13	
Molecular_Biology	 1	 2	 2	 13.95	 9.24	 1.70	
Mushrooms	 1	 2	 1	 1490.72	 1492.44	 27.66	
Mushrooms	 1	 2	 2	 1006.36	 1004.61	 19.47	
Sonar	 1	 2	 1	 16.39	 10.58	 4.09	
Sonar	 1	 2	 2	 15.87	 9.68	 3.78	
Thyroid_Disease	 1	 2	 1	 105.43	 100.64	 12.35	
Thyroid_Disease	 1	 2	 2	 180.43	 174.10	 21.02	
Wdbc	 1	 2	 1	 113.14	 101.25	 7.87	
Wdbc	 1	 2	 2	 101.87	 94.25	 11.96	
Wisconsin_Breast_Cancer	 1	 2	 1	 143.56	 133.74	 10.01	
Wisconsin_Breast_Cancer	 1	 2	 2	 143.78	 132.40	 10.57	
Wpbc	 1	 2	 1	 6.71	 1.79	 1.16	
Wpbc	 1	 2	 2	 7.26	 1.30	 1.08	
faults	 1	 2	 1	 112.66	 102.59	 11.41	
faults	 1	 2	 2	 117.70	 113.35	 9.50	
statlog	 1	 2	 1	 321.66	 320.91	 14.47	
statlog	 1	 2	 2	 326.55	 326.57	 13.74	
waveform	 1	 2	 1	 462.87	 445.15	 21.21	
waveform	 1	 2	 2	 425.74	 418.36	 20.19	
wine	 1	 2	 1	 157.00	 153.07	 11.95	
wine	 1	 2	 2	 163.96	 159.57	 12.42	
Anastomosis	 1	 4	 1	 5.04	 0.74	 0.82	
Anastomosis	 1	 4	 2	 8.61	 1.55	 1.25	
Australian	 1	 4	 1	 103.88	 103.71	 8.07	
Australian	 1	 4	 2	 103.88	 103.71	 8.07	
Congressional_Voting	 1	 4	 1	 105.94	 105.85	 5.72	
Congressional_Voting	 1	 4	 2	 109.00	 109.09	 5.81	
Echo_cardiogram	 1	 4	 1	 18.18	 16.32	 3.27	
Echo_cardiogram	 1	 4	 2	 17.99	 15.80	 2.82	
German	 1	 4	 1	 33.26	 31.37	 4.50	
German	 1	 4	 2	 33.26	 31.37	 4.50	
Heart_Disease	 1	 4	 1	 27.80	 22.86	 4.54	
Heart_Disease	 1	 4	 2	 30.57	 24.50	 4.18	
Hepatitis	 1	 4	 1	 10.35	 4.58	 1.63	
Hepatitis	 1	 4	 2	 10.73	 5.58	 2.11	
Ionosphere	 1	 4	 1	 40.75	 36.15	 7.87	
Ionosphere	 1	 4	 2	 40.36	 38.35	 6.53	
Labor_Relations	 1	 4	 1	 7.34	 3.30	 1.40	
Labor_Relations	 1	 4	 2	 6.93	 3.77	 1.66	
Liver_Disorders	 1	 4	 1	 7.94	 3.13	 1.79	
Liver_Disorders	 1	 4	 2	 9.38	 5.58	 2.91	
Molecular_Biology	 1	 4	 1	 8.54	 4.87	 2.01	
Molecular_Biology	 1	 4	 2	 13.62	 9.42	 2.04	
Mushrooms	 1	 4	 1	 1491.72	 1491.45	 27.29	
Mushrooms	 1	 4	 2	 1005.57	 1005.39	 19.05	
Sonar	 1	 4	 1	 16.19	 9.86	 3.75	
Sonar	 1	 4	 2	 15.73	 9.09	 3.74	
Thyroid_Disease	 1	 4	 1	 105.23	 100.63	 12.82	
Thyroid_Disease	 1	 4	 2	 179.55	 175.41	 19.75	
Wdbc	 1	 4	 1	 113.47	 102.07	 7.88	
Wdbc	 1	 4	 2	 102.79	 94.63	 11.07	
Wisconsin_Breast_Cancer	 1	 4	 1	 144.33	 134.10	 10.14	
Wisconsin_Breast_Cancer	 1	 4	 2	 144.50	 132.92	 10.55	
Wpbc	 1	 4	 1	 6.76	 1.96	 1.12	
Wpbc	 1	 4	 2	 7.21	 1.26	 1.04	
faults	 1	 4	 1	 113.95	 102.37	 12.14	
faults	 1	 4	 2	 119.22	 112.51	 10.43	
statlog	 1	 4	 1	 320.53	 320.76	 13.62	
statlog	 1	 4	 2	 325.42	 326.76	 13.34	
waveform	 1	 4	 1	 462.90	 445.91	 21.89	
waveform	 1	 4	 2	 427.53	 415.43	 20.71	
wine	 1	 4	 1	 158.44	 151.35	 12.72	
wine	 1	 4	 2	 165.44	 157.81	 12.76	
Anastomosis	 1	 7	 1	 5.12	 0.81	 0.80	
Anastomosis	 1	 7	 2	 8.47	 1.64	 1.32	
Australian	 1	 7	 1	 104.35	 103.30	 8.64	
Australian	 1	 7	 2	 104.35	 103.30	 8.64	
Congressional_Voting	 1	 7	 1	 105.68	 106.06	 5.87	
Congressional_Voting	 1	 7	 2	 109.43	 108.70	 6.17	
Echo_cardiogram	 1	 7	 1	 18.09	 16.30	 3.13	
Echo_cardiogram	 1	 7	 2	 17.92	 15.75	 2.70	
German	 1	 7	 1	 33.13	 31.32	 5.35	
German	 1	 7	 2	 33.13	 31.32	 5.35	
Heart_Disease	 1	 7	 1	 27.69	 22.87	 5.29	
Heart_Disease	 1	 7	 2	 30.26	 24.56	 4.63	
Hepatitis	 1	 7	 1	 10.09	 4.88	 1.72	
Hepatitis	 1	 7	 2	 10.51	 5.54	 2.23	
Ionosphere	 1	 7	 1	 40.79	 36.08	 7.73	
Ionosphere	 1	 7	 2	 40.47	 38.01	 6.74	
Labor_Relations	 1	 7	 1	 7.20	 3.42	 1.37	
Labor_Relations	 1	 7	 2	 6.85	 3.65	 1.61	
Liver_Disorders	 1	 7	 1	 8.24	 3.10	 1.61	
Liver_Disorders	 1	 7	 2	 9.34	 5.38	 2.91	
Molecular_Biology	 1	 7	 1	 8.53	 4.67	 2.13	
Molecular_Biology	 1	 7	 2	 13.93	 9.29	 1.91	
Mushrooms	 1	 7	 1	 1492.59	 1490.60	 26.96	
Mushrooms	 1	 7	 2	 1006.48	 1004.51	 20.68	
Sonar	 1	 7	 1	 16.56	 9.86	 3.77	
Sonar	 1	 7	 2	 15.92	 9.52	 3.66	
Thyroid_Disease	 1	 7	 1	 104.91	 101.03	 12.53	
Thyroid_Disease	 1	 7	 2	 180.75	 175.75	 20.09	
Wdbc	 1	 7	 1	 114.06	 101.53	 8.03	
Wdbc	 1	 7	 2	 103.17	 94.23	 12.00	
Wisconsin_Breast_Cancer	 1	 7	 1	 143.39	 134.61	 10.15	
Wisconsin_Breast_Cancer	 1	 7	 2	 143.62	 133.09	 10.98	
Wpbc	 1	 7	 1	 6.96	 1.80	 1.19	
Wpbc	 1	 7	 2	 7.46	 1.26	 1.10	
faults	 1	 7	 1	 113.09	 102.68	 10.96	
faults	 1	 7	 2	 117.18	 113.09	 10.27	
statlog	 1	 7	 1	 324.42	 319.49	 14.43	
statlog	 1	 7	 2	 329.33	 325.24	 13.84	
waveform	 1	 7	 1	 463.03	 444.18	 22.78	
waveform	 1	 7	 2	 426.02	 415.63	 22.63	
wine	 1	 7	 1	 157.73	 152.55	 12.87	
wine	 1	 7	 2	 164.66	 158.85	 12.71	
Anastomosis	 1	 10	 1	 5.13	 0.74	 0.83	
Anastomosis	 1	 10	 2	 8.70	 1.54	 1.39	
Australian	 1	 10	 1	 103.90	 103.62	 7.86	
Australian	 1	 10	 2	 103.90	 103.62	 7.86	
Congressional_Voting	 1	 10	 1	 105.14	 106.56	 5.46	
Congressional_Voting	 1	 10	 2	 108.04	 110.06	 5.96	
Echo_cardiogram	 1	 10	 1	 17.95	 16.49	 3.09	
Echo_cardiogram	 1	 10	 2	 17.96	 15.82	 2.65	
German	 1	 10	 1	 33.08	 31.64	 4.87	
German	 1	 10	 2	 33.08	 31.64	 4.87	
Heart_Disease	 1	 10	 1	 27.86	 22.88	 5.00	
Heart_Disease	 1	 10	 2	 30.54	 24.49	 4.42	
Hepatitis	 1	 10	 1	 10.31	 4.69	 1.68	
Hepatitis	 1	 10	 2	 10.88	 5.31	 2.11	
Ionosphere	 1	 10	 1	 41.21	 35.70	 7.87	
Ionosphere	 1	 10	 2	 40.95	 37.99	 6.74	
Labor_Relations	 1	 10	 1	 7.45	 3.40	 1.46	
Labor_Relations	 1	 10	 2	 6.99	 3.78	 1.70	
Liver_Disorders	 1	 10	 1	 7.95	 3.05	 1.67	
Liver_Disorders	 1	 10	 2	 9.53	 5.71	 2.92	
Molecular_Biology	 1	 10	 1	 8.53	 4.72	 2.05	
Molecular_Biology	 1	 10	 2	 13.90	 9.22	 1.85	
Mushrooms	 1	 10	 1	 1489.52	 1493.66	 27.05	
Mushrooms	 1	 10	 2	 1004.60	 1006.36	 19.41	
Sonar	 1	 10	 1	 16.32	 10.04	 3.96	
Sonar	 1	 10	 2	 15.82	 9.50	 3.74	
Thyroid_Disease	 1	 10	 1	 104.71	 100.41	 13.02	
Thyroid_Disease	 1	 10	 2	 178.99	 173.41	 22.85	
Wdbc	 1	 10	 1	 113.69	 100.98	 8.15	
Wdbc	 1	 10	 2	 102.60	 94.25	 11.87	
Wisconsin_Breast_Cancer	 1	 10	 1	 143.73	 133.42	 9.77	
Wisconsin_Breast_Cancer	 1	 10	 2	 143.92	 131.98	 10.40	
Wpbc	 1	 10	 1	 6.90	 1.80	 1.12	
Wpbc	 1	 10	 2	 7.42	 1.26	 1.05	
faults	 1	 10	 1	 112.63	 101.45	 11.78	
faults	 1	 10	 2	 117.39	 113.76	 10.97	
statlog	 1	 10	 1	 319.58	 322.64	 14.04	
statlog	 1	 10	 2	 324.46	 328.38	 13.47	
waveform	 1	 10	 1	 460.77	 445.55	 26.64	
waveform	 1	 10	 2	 425.32	 417.65	 21.67	
wine	 1	 10	 1	 156.37	 153.76	 12.47	
wine	 1	 10	 2	 163.38	 160.34	 12.68	
Anastomosis	 1	 15	 1	 5.17	 0.65	 0.76	
Anastomosis	 1	 15	 2	 8.50	 1.51	 1.31	
Australian	 1	 15	 1	 104.37	 103.16	 8.01	
Australian	 1	 15	 2	 104.37	 103.16	 8.01	
Congressional_Voting	 1	 15	 1	 105.75	 105.98	 5.40	
Congressional_Voting	 1	 15	 2	 108.96	 109.15	 6.11	
Echo_cardiogram	 1	 15	 1	 18.15	 16.50	 3.07	
Echo_cardiogram	 1	 15	 2	 17.97	 15.97	 2.67	
German	 1	 15	 1	 33.30	 31.52	 5.19	
German	 1	 15	 2	 33.30	 31.52	 5.19	
Heart_Disease	 1	 15	 1	 27.79	 23.15	 4.72	
Heart_Disease	 1	 15	 2	 30.66	 24.65	 4.24	
Hepatitis	 1	 15	 1	 10.30	 4.55	 1.68	
Hepatitis	 1	 15	 2	 10.64	 5.23	 2.00	
Ionosphere	 1	 15	 1	 41.35	 36.12	 7.25	
Ionosphere	 1	 15	 2	 41.05	 37.99	 6.13	
Labor_Relations	 1	 15	 1	 7.45	 3.32	 1.34	
Labor_Relations	 1	 15	 2	 7.08	 3.69	 1.60	
Liver_Disorders	 1	 15	 1	 8.04	 2.99	 1.74	
Liver_Disorders	 1	 15	 2	 9.54	 5.80	 2.84	
Molecular_Biology	 1	 15	 1	 8.64	 4.60	 2.15	
Molecular_Biology	 1	 15	 2	 14.00	 9.16	 1.90	
Mushrooms	 1	 15	 1	 1490.66	 1492.55	 27.79	
Mushrooms	 1	 15	 2	 1006.78	 1004.18	 18.84	
Sonar	 1	 15	 1	 16.73	 10.19	 3.77	
Sonar	 1	 15	 2	 16.25	 9.21	 3.76	
Thyroid_Disease	 1	 15	 1	 105.41	 100.75	 12.28	
Thyroid_Disease	 1	 15	 2	 179.96	 174.54	 19.58	
Wdbc	 1	 15	 1	 113.16	 101.57	 7.96	
Wdbc	 1	 15	 2	 101.57	 95.08	 11.42	
Wisconsin_Breast_Cancer	 1	 15	 1	 144.55	 133.61	 9.97	
Wisconsin_Breast_Cancer	 1	 15	 2	 144.73	 132.24	 10.54	
Wpbc	 1	 15	 1	 6.87	 1.70	 1.14	
Wpbc	 1	 15	 2	 7.27	 1.24	 1.12	
faults	 1	 15	 1	 113.78	 102.30	 10.76	
faults	 1	 15	 2	 118.55	 112.69	 9.92	
statlog	 1	 15	 1	 322.57	 320.86	 13.90	
statlog	 1	 15	 2	 327.47	 326.91	 13.73	
waveform	 1	 15	 1	 462.61	 445.36	 23.28	
waveform	 1	 15	 2	 424.88	 419.26	 19.68	
wine	 1	 15	 1	 157.83	 152.82	 13.03	
wine	 1	 15	 2	 164.70	 159.47	 13.65	
Anastomosis	 1	 25	 1	 5.13	 0.72	 0.79	
Anastomosis	 1	 25	 2	 8.49	 1.52	 1.31	
Australian	 1	 25	 1	 104.01	 103.56	 8.43	
Australian	 1	 25	 2	 104.01	 103.56	 8.43	
Congressional_Voting	 1	 25	 1	 105.75	 105.98	 5.63	
Congressional_Voting	 1	 25	 2	 109.05	 109.04	 5.91	
Echo_cardiogram	 1	 25	 1	 17.99	 16.21	 3.35	
Echo_cardiogram	 1	 25	 2	 18.04	 15.90	 2.80	
German	 1	 25	 1	 33.40	 31.31	 5.09	
German	 1	 25	 2	 33.40	 31.31	 5.09	
Heart_Disease	 1	 25	 1	 27.84	 23.11	 4.70	
Heart_Disease	 1	 25	 2	 30.52	 24.49	 4.35	
Hepatitis	 1	 25	 1	 10.31	 4.46	 1.64	
Hepatitis	 1	 25	 2	 10.63	 5.44	 2.24	
Ionosphere	 1	 25	 1	 40.87	 36.37	 7.83	
Ionosphere	 1	 25	 2	 40.48	 38.42	 6.42	
Labor_Relations	 1	 25	 1	 7.30	 3.28	 1.34	
Labor_Relations	 1	 25	 2	 6.99	 3.68	 1.74	
Liver_Disorders	 1	 25	 1	 8.15	 3.17	 1.75	
