taskname	maxRank	T1	targetclass	meanTrainInfo	meanTestInfo	stdTestInfo	RuleLength	ExtraOptions
Ionosphere	 2	 2	 2	 43.42	 35.11	 6.12	 1.03	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 2	 2	 1	 60.39	 44.65	 13.79	 1.92	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 2	 2	 2	 42.26	 34.88	 6.34	 1.04	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 2	 2	 1	 60.28	 44.67	 12.15	 1.88	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 2	 2	 2	 43.05	 34.33	 6.11	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 2	 2	 1	 9.35	 4.39	 1.90	 1.72	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 2	 2	 2	 7.25	 3.49	 1.54	 1.33	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 2	 2	 1	 9.75	 4.66	 2.33	 1.85	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 2	 2	 2	 7.31	 3.46	 1.46	 1.41	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 2	 2	 1	 8.20	 3.87	 1.82	 1.32	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 2	 2	 2	 6.97	 3.72	 1.67	 1.12	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 2	 2	 1	 8.19	 4.01	 2.04	 1.32	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 2	 2	 2	 7.06	 3.61	 1.67	 1.18	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 2	 2	 1	 14.33	 6.85	 3.31	 2.00	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 2	 2	 2	 11.71	 4.34	 2.23	 1.89	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 2	 2	 1	 15.26	 6.79	 3.37	 2.00	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 2	 2	 2	 12.81	 3.85	 1.82	 1.97	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 2	 2	 1	 12.88	 5.05	 3.23	 1.80	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 2	 2	 2	 10.83	 4.39	 2.42	 1.53	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 2	 2	 1	 12.66	 4.96	 3.17	 1.78	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 2	 2	 2	 10.48	 4.69	 2.46	 1.49	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 2	 2	 1	 8.68	 4.55	 2.13	 1.02	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 2	 2	 2	 15.95	 10.01	 2.84	 1.72	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 2	 2	 1	 8.62	 5.05	 2.08	 1.01	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 2	 2	 2	 15.43	 10.49	 2.78	 1.79	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 2	 2	 1	 8.44	 4.64	 2.18	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 2	 2	 2	 14.93	 9.80	 2.59	 1.50	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 2	 2	 1	 8.49	 4.77	 2.04	 1.02	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 2	 2	 2	 14.82	 9.59	 2.75	 1.43	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 2	 2	 1	 1492.89	 1490.51	 31.05	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 2	 2	 2	 1046.31	 1038.20	 22.57	 1.89	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 2	 2	 1	 1490.97	 1492.18	 26.50	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 2	 2	 2	 1044.28	 1039.70	 23.36	 1.89	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 2	 2	 1	 1493.18	 1489.92	 24.36	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 2	 2	 2	 1040.83	 1032.07	 24.98	 1.82	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 2	 2	 1	 1488.94	 1494.25	 27.41	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 2	 2	 2	 1042.26	 1036.15	 22.43	 1.87	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 2	 2	 1	 21.77	 10.77	 4.29	 1.97	 stabilize=no, prune=no, postStabilize=no	
Sonar	 2	 2	 2	 20.96	 8.71	 3.70	 1.99	 stabilize=no, prune=no, postStabilize=no	
Sonar	 2	 2	 1	 24.42	 10.29	 4.18	 1.99	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 2	 2	 2	 23.73	 8.86	 3.38	 1.99	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 2	 2	 1	 21.24	 8.59	 3.87	 1.85	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 2	 2	 2	 20.86	 8.84	 3.74	 1.78	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 2	 2	 1	 22.72	 9.36	 4.12	 1.84	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 2	 2	 2	 22.11	 8.82	 3.49	 1.82	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 2	 2	 1	 133.21	 129.94	 8.83	 1.01	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 2	 2	 2	 236.79	 227.42	 18.81	 2.00	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 2	 2	 1	 135.30	 129.07	 10.67	 1.04	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 2	 2	 2	 245.97	 235.06	 15.37	 2.00	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 2	 2	 1	 134.11	 127.78	 10.96	 1.02	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 2	 2	 2	 242.91	 230.16	 20.36	 1.96	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 2	 2	 1	 134.70	 128.23	 8.53	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 2	 2	 2	 246.11	 234.17	 15.45	 1.98	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 2	 2	 1	 128.12	 112.23	 11.08	 1.97	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 2	 2	 2	 125.31	 103.20	 8.22	 1.96	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 2	 2	 1	 132.58	 113.36	 10.83	 1.99	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 2	 2	 2	 127.16	 103.00	 8.20	 1.97	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 2	 2	 1	 130.35	 111.96	 11.48	 1.88	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 2	 2	 2	 124.28	 103.30	 8.80	 1.78	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 2	 2	 1	 128.60	 110.54	 10.94	 1.80	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 2	 2	 2	 123.69	 103.26	 8.95	 1.76	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 2	 2	 1	 162.39	 142.16	 8.63	 2.00	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 2	 2	 2	 156.62	 143.02	 12.06	 2.00	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 2	 2	 1	 161.52	 144.14	 8.70	 2.00	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 2	 2	 2	 155.61	 144.46	 10.60	 1.99	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 2	 2	 1	 161.63	 141.78	 9.76	 1.96	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 2	 2	 2	 154.50	 141.96	 13.37	 1.89	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 2	 2	 1	 160.67	 142.58	 10.05	 1.93	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 2	 2	 2	 155.47	 139.22	 13.18	 1.86	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 2	 2	 1	 9.15	 1.29	 1.09	 1.89	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 2	 2	 2	 11.18	 0.94	 0.97	 1.97	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 2	 2	 1	 10.50	 1.30	 1.12	 1.95	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 2	 2	 2	 13.16	 1.11	 1.08	 1.99	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 2	 2	 1	 7.40	 1.62	 1.11	 1.40	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 2	 2	 2	 9.33	 1.22	 1.03	 1.61	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 2	 2	 1	 7.96	 1.40	 1.07	 1.43	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 2	 2	 2	 9.97	 1.13	 1.16	 1.64	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 2	 2	 1	 147.61	 133.64	 11.80	 2.00	 stabilize=no, prune=no, postStabilize=no	
faults	 2	 2	 2	 126.13	 109.23	 10.29	 1.47	 stabilize=no, prune=no, postStabilize=no	
faults	 2	 2	 1	 153.97	 135.29	 12.15	 2.00	 stabilize=yes, prune=no, postStabilize=no	
faults	 2	 2	 2	 143.97	 126.27	 15.39	 1.91	 stabilize=yes, prune=no, postStabilize=no	
faults	 2	 2	 1	 153.19	 134.16	 12.48	 1.99	 stabilize=yes, prune=yes, postStabilize=no	
faults	 2	 2	 2	 145.63	 128.42	 16.37	 1.52	 stabilize=yes, prune=yes, postStabilize=no	
faults	 2	 2	 1	 153.44	 133.79	 12.37	 2.00	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 2	 2	 2	 146.23	 132.47	 18.26	 1.43	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 2	 2	 1	 339.45	 336.28	 20.68	 1.32	 stabilize=no, prune=no, postStabilize=no	
statlog	 2	 2	 2	 345.49	 341.03	 20.70	 1.61	 stabilize=no, prune=no, postStabilize=no	
statlog	 2	 2	 1	 349.98	 339.84	 17.23	 1.56	 stabilize=yes, prune=no, postStabilize=no	
statlog	 2	 2	 2	 360.84	 345.35	 20.61	 1.97	 stabilize=yes, prune=no, postStabilize=no	
statlog	 2	 2	 1	 348.84	 342.96	 18.42	 1.22	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 2	 2	 2	 360.02	 346.05	 23.98	 1.78	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 2	 2	 1	 349.00	 343.54	 19.17	 1.24	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 2	 2	 2	 358.78	 345.57	 23.88	 1.78	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 2	 2	 1	 518.61	 492.92	 20.67	 2.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 2	 2	 2	 539.86	 524.68	 25.38	 2.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 2	 2	 1	 523.41	 487.32	 24.02	 2.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 2	 2	 2	 549.20	 525.71	 22.79	 2.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 2	 2	 1	 521.76	 489.59	 24.14	 2.00	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 2	 2	 2	 550.41	 526.64	 27.05	 2.00	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 2	 2	 1	 523.92	 490.11	 20.62	 2.00	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 2	 2	 2	 548.81	 522.93	 27.57	 2.00	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 2	 2	 1	 181.08	 173.79	 15.48	 1.98	 stabilize=no, prune=no, postStabilize=no	
wine	 2	 2	 2	 209.87	 202.44	 16.33	 2.00	 stabilize=no, prune=no, postStabilize=no	
wine	 2	 2	 1	 186.54	 173.04	 15.92	 2.00	 stabilize=yes, prune=no, postStabilize=no	
wine	 2	 2	 2	 215.32	 200.28	 17.23	 2.00	 stabilize=yes, prune=no, postStabilize=no	
wine	 2	 2	 1	 185.77	 174.48	 15.41	 1.98	 stabilize=yes, prune=yes, postStabilize=no	
wine	 2	 2	 2	 214.57	 200.02	 16.46	 1.99	 stabilize=yes, prune=yes, postStabilize=no	
wine	 2	 2	 1	 186.38	 173.18	 15.19	 1.98	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 2	 2	 2	 213.95	 201.76	 15.37	 2.00	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 2	 4	 1	 6.69	 0.71	 0.83	 1.76	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 2	 4	 2	 12.63	 1.31	 1.19	 1.95	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 2	 4	 1	 7.58	 0.97	 1.06	 1.93	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 2	 4	 2	 13.58	 1.21	 1.29	 1.95	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 2	 4	 1	 5.75	 0.74	 0.90	 1.28	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 2	 4	 2	 10.21	 1.50	 1.40	 1.41	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 2	 4	 1	 5.84	 0.70	 0.81	 1.32	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 2	 4	 2	 10.78	 1.42	 1.19	 1.55	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 2	 4	 1	 105.44	 100.20	 9.03	 1.20	 stabilize=no, prune=no, postStabilize=no	
Australian	 2	 4	 2	 106.08	 99.23	 9.83	 1.39	 stabilize=no, prune=no, postStabilize=no	
Australian	 2	 4	 1	 105.54	 101.62	 8.37	 1.80	 stabilize=yes, prune=no, postStabilize=no	
Australian	 2	 4	 2	 105.70	 102.52	 8.54	 1.88	 stabilize=yes, prune=no, postStabilize=no	
Australian	 2	 4	 1	 103.99	 102.87	 7.83	 1.15	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 2	 4	 2	 104.88	 102.03	 7.75	 1.36	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 2	 4	 1	 104.42	 102.51	 8.79	 1.14	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 2	 4	 2	 105.20	 102.25	 8.49	 1.38	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 2	 4	 1	 105.47	 106.18	 4.97	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 2	 4	 2	 108.62	 109.20	 6.31	 1.01	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 2	 4	 1	 105.76	 106.02	 5.79	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 2	 4	 2	 108.94	 108.51	 7.23	 1.03	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 2	 4	 1	 105.73	 106.00	 5.31	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 2	 4	 2	 108.81	 109.06	 6.48	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 2	 4	 1	 105.38	 106.32	 5.64	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 2	 4	 2	 108.18	 110.01	 6.46	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 2	 4	 1	 20.83	 18.63	 1.61	 1.00	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 2	 4	 2	 19.88	 15.65	 3.21	 1.26	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 2	 4	 1	 20.66	 18.51	 1.93	 1.02	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 2	 4	 2	 19.89	 15.56	 3.69	 1.41	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 2	 4	 1	 20.88	 18.33	 1.59	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 2	 4	 2	 19.62	 16.05	 2.56	 1.07	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 2	 4	 1	 20.84	 18.39	 1.79	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 2	 4	 2	 19.47	 15.88	 2.55	 1.09	 stabilize=yes, prune=yes, postStabilize=yes	
German	 2	 4	 1	 38.75	 30.34	 5.32	 2.00	 stabilize=no, prune=no, postStabilize=no	
German	 2	 4	 2	 37.25	 29.95	 5.18	 1.99	 stabilize=no, prune=no, postStabilize=no	
German	 2	 4	 1	 38.29	 30.34	 5.68	 2.00	 stabilize=yes, prune=no, postStabilize=no	
German	 2	 4	 2	 37.05	 29.90	 5.80	 2.00	 stabilize=yes, prune=no, postStabilize=no	
German	 2	 4	 1	 37.71	 30.87	 5.60	 1.86	 stabilize=yes, prune=yes, postStabilize=no	
German	 2	 4	 2	 36.59	 29.50	 5.61	 1.78	 stabilize=yes, prune=yes, postStabilize=no	
German	 2	 4	 1	 38.38	 29.01	 5.81	 1.88	 stabilize=yes, prune=yes, postStabilize=yes	
German	 2	 4	 2	 35.96	 29.83	 5.14	 1.71	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 2	 4	 1	 31.04	 26.76	 5.59	 1.95	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 2	 4	 2	 32.91	 22.84	 3.96	 1.91	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 2	 4	 1	 31.17	 26.40	 6.06	 1.97	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 2	 4	 2	 33.26	 22.37	 4.50	 1.98	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 2	 4	 1	 29.88	 25.30	 5.69	 1.60	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 2	 4	 2	 31.98	 23.26	 3.91	 1.51	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 2	 4	 1	 30.26	 24.74	 6.03	 1.67	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 2	 4	 2	 31.76	 23.54	 4.28	 1.47	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 2	 4	 1	 13.98	 4.54	 1.87	 1.97	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 2	 4	 2	 14.34	 7.19	 2.10	 1.96	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 2	 4	 1	 14.35	 4.28	 1.86	 1.96	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 2	 4	 2	 15.08	 7.02	 2.17	 1.97	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 2	 4	 1	 12.36	 4.42	 2.08	 1.59	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 2	 4	 2	 13.23	 6.15	 2.23	 1.69	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 2	 4	 1	 12.38	 4.26	 1.91	 1.57	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 2	 4	 2	 12.89	 6.37	 2.48	 1.57	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 2	 4	 1	 64.21	 50.08	 9.83	 2.00	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 2	 4	 2	 43.33	 35.30	 5.85	 1.02	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 2	 4	 1	 66.41	 50.97	 9.15	 2.00	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 2	 4	 2	 43.44	 35.18	 6.64	 1.03	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 2	 4	 1	 64.15	 50.51	 10.29	 1.97	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 2	 4	 2	 42.58	 35.00	 6.46	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 2	 4	 1	 63.97	 47.26	 10.76	 1.93	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 2	 4	 2	 42.89	 34.34	 5.68	 1.02	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 2	 4	 1	 9.80	 4.97	 2.19	 1.89	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 2	 4	 2	 7.41	 3.53	 1.41	 1.36	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 2	 4	 1	 10.04	 5.16	 2.30	 1.90	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 2	 4	 2	 7.64	 3.55	 1.29	 1.38	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 2	 4	 1	 8.31	 4.27	 2.17	 1.42	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 2	 4	 2	 6.96	 3.87	 1.57	 1.13	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 2	 4	 1	 8.62	 4.28	 2.18	 1.45	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 2	 4	 2	 7.00	 3.85	 1.58	 1.16	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 2	 4	 1	 14.67	 7.07	 3.18	 2.00	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 2	 4	 2	 12.49	 3.96	 1.86	 1.93	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 2	 4	 1	 15.85	 6.64	 3.20	 2.00	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 2	 4	 2	 13.04	 3.88	 1.74	 1.98	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 2	 4	 1	 13.88	 5.49	 2.89	 1.85	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 2	 4	 2	 11.36	 4.09	 1.85	 1.53	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 2	 4	 1	 13.09	 5.89	 3.17	 1.76	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 2	 4	 2	 11.02	 4.28	 2.16	 1.57	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 2	 4	 1	 8.48	 4.86	 2.27	 1.02	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 2	 4	 2	 15.34	 10.70	 2.76	 1.76	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 2	 4	 1	 8.47	 4.61	 2.15	 1.03	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 2	 4	 2	 15.54	 10.61	 2.85	 1.78	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 2	 4	 1	 8.41	 4.76	 2.05	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 2	 4	 2	 14.81	 9.53	 2.52	 1.40	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 2	 4	 1	 8.49	 4.76	 1.97	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 2	 4	 2	 15.09	 9.45	 2.47	 1.41	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 2	 4	 1	 1493.49	 1489.87	 31.83	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 2	 4	 2	 1046.27	 1046.52	 20.48	 1.98	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 2	 4	 1	 1490.91	 1492.25	 27.16	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 2	 4	 2	 1047.53	 1045.31	 23.22	 1.98	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 2	 4	 1	 1495.09	 1488.08	 24.85	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 2	 4	 2	 1048.03	 1042.60	 25.20	 1.96	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 2	 4	 1	 1488.83	 1494.30	 23.76	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 2	 4	 2	 1049.51	 1041.66	 24.11	 1.97	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 2	 4	 1	 22.53	 10.55	 3.67	 2.00	 stabilize=no, prune=no, postStabilize=no	
Sonar	 2	 4	 2	 21.69	 8.92	 3.43	 2.00	 stabilize=no, prune=no, postStabilize=no	
Sonar	 2	 4	 1	 24.70	 10.22	 3.99	 2.00	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 2	 4	 2	 24.10	 8.77	 3.83	 2.00	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 2	 4	 1	 21.37	 10.19	 4.68	 1.84	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 2	 4	 2	 21.51	 8.54	 4.02	 1.84	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 2	 4	 1	 22.54	 9.62	 4.52	 1.86	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 2	 4	 2	 21.59	 8.62	 3.60	 1.82	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 2	 4	 1	 132.64	 128.26	 10.13	 1.07	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 2	 4	 2	 237.04	 227.90	 18.34	 2.00	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 2	 4	 1	 133.65	 130.94	 9.32	 1.02	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 2	 4	 2	 244.10	 235.69	 16.44	 2.00	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 2	 4	 1	 134.52	 128.80	 9.69	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 2	 4	 2	 244.29	 233.38	 17.88	 1.99	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 2	 4	 1	 134.15	 129.93	 8.34	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 2	 4	 2	 245.58	 233.66	 16.74	 1.99	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 2	 4	 1	 129.14	 115.74	 11.75	 1.98	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 2	 4	 2	 126.90	 103.43	 8.21	 1.98	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 2	 4	 1	 134.49	 116.47	 11.25	 1.99	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 2	 4	 2	 128.67	 103.07	 7.71	 1.98	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 2	 4	 1	 132.78	 115.28	 11.29	 1.96	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 2	 4	 2	 125.39	 104.01	 9.58	 1.79	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 2	 4	 1	 133.31	 115.95	 11.87	 1.92	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 2	 4	 2	 126.05	 103.56	 7.21	 1.79	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 2	 4	 1	 163.34	 143.69	 8.94	 2.00	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 2	 4	 2	 158.05	 145.73	 10.93	 2.00	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 2	 4	 1	 163.56	 141.66	 9.40	 2.00	 stabilize=yes, prune=no, postStabilize=no	
